ve_num,ve_type,ve_make,ve_year
1495,,OTHER - MOTORHOME,1978.0
1496,pickup or panel truck,MITSUBISHI,1989.0
1497,passenger car with trailer,HONDA,1999.0
1498,pickup or panel truck,GRUMMAN,1988.0
1499,passenger car,MERCEDES-BENZ,1996.0
1500,passenger car,CHEVROLET,1962.0
1501,truck or truck tractor with trailer,MACK,1996.0
1502,other bus,OTHER - BUS,
1503,,BMW,1987.0
1504,pickup or panel truck,PLYMOUTH,1997.0
1505,other bus,NABORS,1998.0
1506,passenger car,LINCOLN,1968.0
1507,bicycle,LINCOLN,1998.0
1508,bicycle,CHEVROLET,1996.0
1509,other vehicle,FORD,1983.0
1510,emergency vehicle,BMW,2000.0
1511,truck or truck tractor,ISUZU,2000.0
1512,passenger car,BUICK,1967.0
1513,pickup or panel truck with trailer,TOYOTA,1989.0
1514,passenger car,INFINITI,1997.0
1515,passenger car,OTHER - AUTO,1982.0
1516,passenger car,MERCEDES-BENZ,1979.0
1517,pickup or panel truck,MERCURY,1997.0
1518,emergency vehicle,CHEVROLET,1996.0
1519,motorcycle or scooter,OTHER - MOPED,
1520,pickup or panel truck with trailer,INTERNATIONAL HARVESTER,1983.0
1521,schoolbus,GMC,1998.0
1522,passenger car,PLYMOUTH,1966.0
1523,passenger car,CADILLAC,1981.0
1524,truck or truck tractor,FORD,1980.0
1525,pickup or panel truck,ISUZU,1990.0
1526,pickup or panel truck,FORD,1973.0
1527,other vehicle,MITSUBISHI,1994.0
1528,pickup or panel truck,MAZDA,1991.0
1529,motorcycle or scooter,DUCATI (MOTORCYCLE),1999.0
1530,other vehicle,CHEVROLET,1999.0
1531,motorcycle or scooter,HONDA,1990.0
1532,other vehicle,INTERNATIONAL HARVESTER,2002.0
1533,truck or truck tractor with trailer,FORD,1998.0
1534,truck or truck tractor with trailer,FORD,1993.0
1535,pickup or panel truck with trailer,DODGE,1999.0
1536,,MAZDA,1992.0
1537,truck or truck tractor,CHEVROLET,1985.0
1538,passenger car,PLYMOUTH,1951.0
1539,passenger car,PORSCHE,2001.0
1540,pickup or panel truck with trailer,FORD,1991.0
1541,motorcycle or scooter,BMW,1999.0
1542,other vehicle,DODGE,1997.0
1543,other vehicle,DODGE,1995.0
1544,pickup or panel truck with trailer,TOYOTA,1993.0
1545,truck or truck tractor,DODGE,1997.0
1546,truck or truck tractor,KENWORTH,1995.0
1547,pickup or panel truck,JEEP,1993.0
1548,motorcycle or scooter,BMW,1965.0
1549,,HONDA,1990.0
1550,pickup or panel truck,GMC,1984.0
1551,passenger car,DODGE,1973.0
1552,other vehicle,FORD,1979.0
1553,other vehicle,ACADIAN,1989.0
1554,passenger car,JAGUAR,1995.0
1555,other vehicle,AMERICAN MOTORS (AMC),1978.0
1556,passenger car,DATSUN,1972.0
1557,truck or truck tractor,FREIGHTLINER,1990.0
1558,motorcycle or scooter,YAMAHA,1995.0
1559,motorcycle or scooter,SUZUKI,1983.0
1560,truck or truck tractor with trailer,VOLVO,1990.0
1561,pickup or panel truck with trailer,FORD,1987.0
1562,bicycle,OTHER - MOTORCYCLE,
1563,truck or truck tractor,FREIGHTLINER,1994.0
1564,pickup or panel truck with trailer,CHEVROLET,1998.0
1565,passenger car,SAAB,1985.0
1566,pickup or panel truck with trailer,FORD,1998.0
1567,truck or truck tractor with trailer,PETERBILT,1989.0
1568,passenger car,FORD,1964.0
1569,,CHEVROLET,1995.0
1570,truck or truck tractor,INTERNATIONAL HARVESTER,1995.0
1571,truck or truck tractor with trailer,MACK,1998.0
1572,,DODGE,1993.0
1573,pickup or panel truck,HONDA,1994.0
1574,,DODGE,2002.0
1575,,TOYOTA,1982.0
1576,passenger car,FORD,1963.0
1577,passenger car,ALFA ROMERO,1967.0
1578,truck or truck tractor,VOLVO,1987.0
1579,other bus,GILLIG (BUS),1991.0
1580,passenger car,HONDA,1978.0
1581,truck or truck tractor,FORD,1986.0
1582,pickup or panel truck with trailer,CHEVROLET,1986.0
1583,pedestrian,DODGE,
1584,pickup or panel truck,DODGE,1991.0
1585,passenger car,ISUZU,1994.0
1586,pickup or panel truck with trailer,JEEP,1947.0
1587,pickup or panel truck,FORD,1970.0
1588,passenger car,CADILLAC,1978.0
1589,pickup or panel truck,DODGE,1987.0
1590,truck or truck tractor,HINO,1992.0
1591,passenger car,CHRYSLER,1978.0
1592,pickup or panel truck,OTHER - AUTO,
1593,,TOYOTA,1999.0
1594,bicycle,TOYOTA,1997.0
1595,motorcycle or scooter,KAWASAKI,1997.0
1596,truck or truck tractor,OTHER - TRUCK,1994.0
1597,,FORD,2000.0
1598,,CADILLAC,1986.0
1599,pickup or panel truck,VOLKSWAGEN,
1600,passenger car,MAZDA,1980.0
1601,passenger car,BUICK,1979.0
1602,pickup or panel truck,AMERICAN MOTORS (AMC),1971.0
1603,truck or truck tractor with trailer,FORD,2000.0
1604,truck or truck tractor with trailer,OTHER - TRUCK,1989.0
1605,other bus,CHEVROLET,1996.0
1606,truck or truck tractor with trailer,FORD,1987.0
1607,passenger car,AUDI,1996.0
1608,passenger car,AMERICAN MOTORS (AMC),1991.0
1609,passenger car,MERCURY,1977.0
1610,emergency vehicle,FORD,1988.0
1611,passenger car,CHRYSLER,1983.0
1612,passenger car,JEEP,1986.0
1613,,CHEVROLET,1996.0
1614,passenger car,SUBARU,1980.0
1615,passenger car,DAEWOO,1999.0
1616,other vehicle,OTHER - TRUCK,1996.0
1617,truck or truck tractor with trailer,FORD,1992.0
1618,emergency vehicle,OTHER - TRUCK,2000.0
1619,pedestrian,FORD,2001.0
1620,passenger car,INTERNATIONAL HARVESTER,1989.0
1621,truck or truck tractor,CHEVROLET,
1622,pickup or panel truck with trailer,CHEVROLET,1993.0
1623,truck or truck tractor with trailer,PETERBILT,
1624,pickup or panel truck,JEEP,2002.0
1625,pickup or panel truck,TOYOTA,1973.0
1626,passenger car,JEEP,1972.0
1627,truck or truck tractor,ISUZU,1990.0
1628,pickup or panel truck with trailer,CHEVROLET,1990.0
1629,passenger car,SUZUKI,2000.0
1630,passenger car,FORD,1975.0
1631,passenger car,FORD,1932.0
1632,pickup or panel truck with trailer,OTHER - AUTO,
1633,highway construction equipment,JOHN DEERE,2001.0
1634,passenger car,BMW,1981.0
1635,passenger car,MITSUBISHI,1986.0
1636,pickup or panel truck with trailer,FORD,2000.0
1637,truck or truck tractor with trailer,KENWORTH,1993.0
1638,truck or truck tractor with trailer,PETERBILT,1979.0
1639,passenger car with trailer,FORD,1979.0
1640,passenger car,ISUZU,1986.0
1641,pedestrian,NISSAN,1998.0
1642,truck or truck tractor,FREIGHTLINER,1992.0
1643,truck or truck tractor,ISUZU,1999.0
1644,passenger car,PLYMOUTH,1986.0
1645,,HONDA,1993.0
1646,,NISSAN,1997.0
1647,other vehicle,ISUZU,2001.0
1648,truck or truck tractor,KENWORTH,1999.0
1649,pickup or panel truck,OTHER - MOTORHOME,
1650,pickup or panel truck,PLYMOUTH,1993.0
1651,passenger car,AUDI,1999.0
1652,passenger car,MERCEDES-BENZ,1974.0
1653,passenger car,PONTIAC,1968.0
1654,pickup or panel truck,FREIGHTLINER,1996.0
1655,other vehicle,OTHER - AUTO,2002.0
1656,passenger car,DAEWOO,1998.0
1657,motorcycle or scooter,BMW,1998.0
1658,pickup or panel truck,INTERNATIONAL HARVESTER,1992.0
1659,passenger car,DODGE,1981.0
1660,schoolbus,THOMAS (BUS),2002.0
1661,passenger car with trailer,FORD,1996.0
1662,pickup or panel truck,DODGE,1974.0
1663,passenger car,PORSCHE,1974.0
1664,truck or truck tractor with trailer,KENWORTH,2002.0
1665,passenger car,PONTIAC,
1666,motorcycle or scooter,HARLEY-DAVIDSON,1981.0
1667,pickup or panel truck,FORD,1965.0
1668,passenger car,MERCURY,1962.0
1669,pickup or panel truck,CHEVROLET,1973.0
1670,,FORD,1993.0
1671,passenger car,DAIHATSU,1991.0
1672,pickup or panel truck,MAZDA,1984.0
1673,truck or truck tractor,CHEVROLET,1986.0
1674,motorcycle or scooter,HONDA,2002.0
1675,,AMERICAN MOTORS (AMC),1985.0
1676,motorcycle or scooter,YAMAHA,2002.0
1677,truck or truck tractor,FORD,1996.0
1678,emergency vehicle,CHEVROLET,1989.0
1679,other vehicle,FREIGHTLINER,2001.0
1680,passenger car,CHEVROLET,1953.0
1681,truck or truck tractor with trailer,FORD,1997.0
1682,truck or truck tractor,UD,1999.0
1683,pickup or panel truck,GRUMMAN,1989.0
1684,passenger car,LINCOLN,1975.0
1685,truck or truck tractor with trailer,PETERBILT,1992.0
1686,passenger car,HYUNDAI,1987.0
1687,other vehicle,OTHER - TRUCK,1994.0
1688,passenger car,PONTIAC,1974.0
1689,motorcycle or scooter,HONDA,1984.0
1690,passenger car with trailer,BUICK,1992.0
1691,emergency vehicle,KENWORTH,1985.0
1692,truck or truck tractor with trailer,INTERNATIONAL HARVESTER,1984.0
1693,truck or truck tractor with trailer,PETERBILT,1983.0
1694,other vehicle,WHITE GMC,1995.0
1695,passenger car,OTHER - AUTO,1988.0
1696,schoolbus,GMC,1985.0
1697,motorcycle or scooter,HARLEY-DAVIDSON,1979.0
1698,passenger car,LAND ROVER,1999.0
1699,,HONDA,1989.0
1700,pickup or panel truck with trailer,FORD,1982.0
1701,truck or truck tractor,INTERNATIONAL HARVESTER,1989.0
1702,pickup or panel truck,CHRYSLER,1996.0
1703,passenger car,WHITE VOLVO,1983.0
1704,motorcycle or scooter,HONDA,1982.0
1705,,FORD,1996.0
1706,other vehicle,TOYOTA,1985.0
1707,truck or truck tractor with trailer,OTHER - TRUCK,1994.0
1708,motorcycle or scooter,HONDA,1995.0
1709,motorcycle or scooter,HONDA,1994.0
1710,truck or truck tractor,MITSUBISHI,2000.0
1711,,OTHER - PICKUP,
1712,,CHEVROLET,1985.0
1713,truck or truck tractor with trailer,INTERNATIONAL HARVESTER,1988.0
1714,truck or truck tractor with trailer,OTHER - TRUCK,2001.0
1715,passenger car with trailer,,
1716,passenger car with trailer,CHEVROLET,1994.0
1717,passenger car with trailer,CHEVROLET,2002.0
1718,schoolbus,BLUEBIRD (BUS),1997.0
1719,pickup or panel truck,HONDA,2000.0
1720,passenger car with trailer,LINCOLN,1989.0
1721,truck or truck tractor,FORD,1994.0
1722,pickup or panel truck,DATSUN,1982.0
1723,pickup or panel truck,ISUZU,1987.0
1724,truck or truck tractor,KENWORTH,2000.0
1725,motorcycle or scooter,SUZUKI,1991.0
1726,pickup or panel truck,JEEP,1966.0
1727,schoolbus,BLUEBIRD (BUS),1999.0
1728,truck or truck tractor with trailer,FORD,1994.0
1729,other bus,FORD,1995.0
1730,pickup or panel truck with trailer,FREIGHTLINER,1995.0
1731,passenger car,FORD,1969.0
1732,passenger car with trailer,FORD,1998.0
1733,,JEEP,2001.0
1734,other vehicle,OTHER - AUTO,2000.0
1735,truck or truck tractor,INTERNATIONAL HARVESTER,1980.0
1736,motorcycle or scooter,YAMAHA,2000.0
1737,truck or truck tractor,VOLVO,1999.0
1738,passenger car,MERCEDES-BENZ,1981.0
1739,passenger car,CADILLAC,1979.0
1740,passenger car with trailer,FORD,2000.0
1741,pickup or panel truck,FREIGHTLINER,2001.0
1742,passenger car,SUBARU,1988.0
1743,motorcycle or scooter,SUZUKI,1982.0
1744,pickup or panel truck with trailer,NISSAN,2001.0
1745,pickup or panel truck,INTERNATIONAL HARVESTER,2002.0
1746,pickup or panel truck,AMERICAN MOTORS (AMC),1987.0
1747,pickup or panel truck,HONDA,2002.0
1748,,CHEVROLET,1977.0
1749,pickup or panel truck with trailer,NISSAN,1997.0
1750,truck or truck tractor,MACK,2001.0
1751,truck or truck tractor,INTERNATIONAL HARVESTER,1998.0
1752,truck or truck tractor with trailer,FREIGHTLINER,1985.0
1753,schoolbus,BLUEBIRD (BUS),1992.0
1754,pickup or panel truck with trailer,ISUZU,1998.0
1755,truck or truck tractor with trailer,FREIGHTLINER,1981.0
1756,pickup or panel truck,GMC,1977.0
1757,passenger car,JEEP,1979.0
1758,pickup or panel truck with trailer,TOYOTA,
1759,pickup or panel truck with trailer,FORD,2002.0
1760,passenger car,MERCEDES-BENZ,1968.0
1761,truck or truck tractor,PETERBILT,1987.0
1762,passenger car with trailer,LINCOLN,1981.0
1763,passenger car,CHRYSLER,1982.0
1764,pickup or panel truck,DODGE,1979.0
1765,passenger car,DODGE,1968.0
1766,bicycle,AMERICAN MOTORS (AMC),
1767,truck or truck tractor,PETERBILT,1986.0
1768,pickup or panel truck,DODGE,1981.0
1769,truck or truck tractor,WHITE GMC,1992.0
1770,pickup or panel truck,GMC,1957.0
1771,,DATSUN,1983.0
1772,,VOLVO,1992.0
1773,passenger car,VOLKSWAGEN,1972.0
1774,passenger car,BMW,1976.0
1775,truck or truck tractor,UD,1995.0
1776,passenger car,JAGUAR,2001.0
1777,other vehicle,OTHER - TRUCK,1980.0
1778,pickup or panel truck,MITSUBISHI,
1779,other vehicle,OTHER - MOTORCYCLE,
1780,schoolbus,OTHER - SCHOOL BUS,1984.0
1781,truck or truck tractor with trailer,FORD,1989.0
1782,passenger car,MERCEDES-BENZ,1969.0
1783,passenger car,CHEVROLET,1966.0
1784,schoolbus,THOMAS (BUS),1984.0
1785,pickup or panel truck,CHEVROLET,1962.0
1786,passenger car,BMW,1972.0
1787,passenger car with trailer,HONDA,1997.0
1788,,SUZUKI,
1789,pickup or panel truck,CHRYSLER,2001.0
1790,pickup or panel truck,PLYMOUTH,1995.0
1791,pickup or panel truck with trailer,FREIGHTLINER,1996.0
1792,passenger car,CADILLAC,1971.0
1793,pickup or panel truck with trailer,GMC,1993.0
1794,schoolbus,FORD,1992.0
1795,truck or truck tractor with trailer,CHEVROLET,1994.0
1796,passenger car,,1990.0
1797,pickup or panel truck,CHEVROLET,1963.0
1798,schoolbus,INTERNATIONAL HARVESTER,2001.0
1799,motorcycle or scooter,HARLEY-DAVIDSON,1997.0
1800,passenger car,GMC,1984.0
1801,pickup or panel truck,INTERNATIONAL HARVESTER,1988.0
1802,motorcycle or scooter,SUZUKI,1980.0
1803,truck or truck tractor,TOYOTA,1986.0
1804,truck or truck tractor,FORD,1973.0
1805,truck or truck tractor,PETERBILT,1992.0
1806,truck or truck tractor,FREIGHTLINER,2001.0
1807,truck or truck tractor with trailer,FREIGHTLINER,1984.0
1808,other vehicle,OTHER - MOTORHOME,1996.0
1809,truck or truck tractor with trailer,OTHER - TRUCK,1999.0
1810,pickup or panel truck with trailer,TOYOTA,1999.0
1811,emergency vehicle,HUMMER,2000.0
1812,motorcycle or scooter,SUZUKI,1988.0
1813,pickup or panel truck with trailer,TOYOTA,2002.0
1814,pickup or panel truck,OTHER - TRUCK,1996.0
1815,truck or truck tractor with trailer,MACK,1993.0
1816,passenger car,JAGUAR,1994.0
1817,motorcycle or scooter,OTHER - MOTORCYCLE,1967.0
1818,motorcycle or scooter,YAMAHA,1983.0
1819,motorcycle or scooter,TRIUMPH,2000.0
1820,,NISSAN,2001.0
1821,truck or truck tractor with trailer,PETERBILT,1988.0
1822,passenger car,AUDI,1990.0
1823,passenger car,LINCOLN,1980.0
1824,passenger car with trailer,CHEVROLET,2000.0
1825,passenger car,SAAB,1996.0
1826,,CHEVROLET,1984.0
1827,truck or truck tractor with trailer,OTHER - TRUCK,1982.0
1828,schoolbus,CHEVROLET,2002.0
1829,truck or truck tractor with trailer,KENWORTH,1990.0
1830,other vehicle,WINNEBAGO,1989.0
1831,passenger car with trailer,CHEVROLET,1995.0
1832,truck or truck tractor with trailer,PETERBILT,1990.0
1833,passenger car,VOLKSWAGEN,1978.0
1834,truck or truck tractor with trailer,INTERNATIONAL HARVESTER,1983.0
1835,truck or truck tractor,PETERBILT,1984.0
1836,motorcycle or scooter,YAMAHA,1986.0
1837,truck or truck tractor with trailer,VOLVO,2002.0
1838,pickup or panel truck,JEEP,2001.0
1839,passenger car,DODGE,1982.0
1840,pickup or panel truck,HONDA,1999.0
1841,passenger car,LAND ROVER,1998.0
1842,,TOYOTA,1986.0
1843,passenger car,DODGE,1963.0
1844,passenger car,ISUZU,2001.0
1845,,BMW,
1846,passenger car,PLYMOUTH,1976.0
1847,schoolbus,THOMAS (BUS),1989.0
1848,other vehicle,CHEVROLET,1991.0
1849,other vehicle,JEEP,2002.0
1850,passenger car,PORSCHE,1982.0
1851,motorcycle or scooter,,
1852,passenger car,DAEWOO,1997.0
1853,other vehicle,JEEP,1990.0
1854,passenger car,VOLVO,1987.0
1855,passenger car,MERCEDES-BENZ,1978.0
1856,motorcycle or scooter,KAWASAKI,1991.0
1857,passenger car,JEEP,1973.0
1858,truck or truck tractor,PETERBILT,2000.0
1859,,DODGE,
1860,truck or truck tractor,GMC,1997.0
1861,truck or truck tractor,STERLING,2000.0
1862,motorcycle or scooter,KAWASAKI,1979.0
1863,pickup or panel truck with trailer,TOYOTA,2000.0
1864,passenger car,OTHER - AUTO,1991.0
1865,other vehicle,COACHMAN,1991.0
1866,passenger car,LINCOLN,1982.0
1867,other vehicle,MACK,
1868,passenger car,HONDA,1981.0
1869,passenger car,BUICK,1963.0
1870,pickup or panel truck,DODGE,1972.0
1871,other bus,THOMAS (BUS),1988.0
1872,other vehicle,CHRYSLER,1992.0
1873,passenger car,MERCEDES-BENZ,1972.0
1874,passenger car,DATSUN,1983.0
1875,pickup or panel truck,ISUZU,1988.0
1876,passenger car,DODGE,1980.0
1877,pickup or panel truck with trailer,FORD,1989.0
1878,other vehicle,CHEVROLET,1977.0
1879,highway construction equipment,,2001.0
1880,passenger car,PEUGEOT,1979.0
1881,other vehicle,TOYOTA,2001.0
1882,pickup or panel truck,CHRYSLER,1990.0
1883,other vehicle,TOYOTA,1991.0
1884,other vehicle,GMC,1993.0
1885,pickup or panel truck with trailer,MAZDA,1986.0
1886,truck or truck tractor,TOYOTA,2001.0
1887,other vehicle,CHEVROLET,1994.0
1888,other vehicle,CHEVROLET,2002.0
1889,other vehicle,MITSUBISHI,2001.0
1890,passenger car,AMERICAN MOTORS (AMC),1988.0
1891,passenger car with trailer,TOYOTA,2000.0
1892,passenger car with trailer,DODGE,1996.0
1893,passenger car with trailer,FORD,1994.0
1894,passenger car,VOLKSWAGEN,1963.0
1895,truck or truck tractor,INTERNATIONAL HARVESTER,1992.0
1896,passenger car,ISUZU,1988.0
1897,,MERCURY,1996.0
1898,highway construction equipment,PETERBILT,2001.0
1899,truck or truck tractor with trailer,FORD,1995.0
1900,schoolbus,OTHER - BUS,1998.0
1901,passenger car,ALFA ROMERO,1984.0
1902,other vehicle,CHRYSLER,2001.0
1903,other vehicle,CHEVROLET,1986.0
1904,truck or truck tractor with trailer,VOLVO,1988.0
1905,truck or truck tractor with trailer,INTERNATIONAL HARVESTER,1974.0
1906,passenger car,JEEP,1983.0
1907,truck or truck tractor with trailer,FORD,1973.0
1908,truck or truck tractor with trailer,OTHER - TRUCK,1993.0
1909,passenger car,BUICK,1977.0
1910,pickup or panel truck with trailer,NISSAN,1991.0
1911,other bus,GILLIG (BUS),1999.0
1912,pickup or panel truck,FORD,1968.0
1913,other vehicle,OTHER - MOTORCYCLE,1994.0
1914,bicycle,HONDA,1994.0
1915,other vehicle,FORD,1993.0
1916,pickup or panel truck,,1985.0
1917,truck or truck tractor,KENWORTH,1998.0
1918,truck or truck tractor,PETERBILT,1965.0
1919,,FORD,1972.0
1920,,GILLIG (BUS),1980.0
1921,,FORD,1970.0
1922,emergency vehicle,TOYOTA,1996.0
1923,truck or truck tractor,OTHER - TRUCK,1979.0
1924,emergency vehicle,OTHER - TRUCK,1984.0
1925,passenger car,CADILLAC,1982.0
1926,pickup or panel truck,FORD,1967.0
1927,other vehicle,WINNEBAGO,1973.0
1928,pickup or panel truck,ISUZU,1996.0
1929,passenger car,DAIHATSU,1988.0
1930,passenger car,DATSUN,1984.0
1931,,KENWORTH,1993.0
1932,other vehicle,CHEVROLET,1995.0
1933,pickup or panel truck with trailer,CHEVROLET,1996.0
1934,,NISSAN,1996.0
1935,truck or truck tractor,INTERNATIONAL HARVESTER,1984.0
1936,passenger car,AUDI,1984.0
1937,truck or truck tractor,OTHER - TRUCK,1988.0
1938,motorcycle or scooter,KAWASAKI,1990.0
1939,other vehicle,MERCEDES-BENZ,1998.0
1940,truck or truck tractor with trailer,KENWORTH,1992.0
1941,pickup or panel truck,GMC,1967.0
1942,other vehicle,FORD,1982.0
1943,pickup or panel truck,CHEVROLET,1965.0
1944,bicycle,CHEVROLET,1999.0
1945,truck or truck tractor with trailer,KENWORTH,1972.0
1946,other vehicle,FORD,1995.0
1947,other vehicle,JEEP,2000.0
1948,pickup or panel truck with trailer,MITSUBISHI,1998.0
1949,passenger car,OTHER - AUTO,1994.0
1950,passenger car,DODGE,1970.0
1951,passenger car,ROVER,1992.0
1952,,MERCURY,1997.0
1953,,CADILLAC,1987.0
1954,,TOYOTA,2000.0
1955,,FORD,1990.0
1956,schoolbus,GILLIG (BUS),1987.0
1957,passenger car,CADILLAC,1969.0
1958,pickup or panel truck with trailer,FORD,1986.0
1959,passenger car with trailer,CHEVROLET,1996.0
1960,passenger car,JAGUAR,1997.0
1961,passenger car,PORSCHE,1999.0
1962,,TOYOTA,1989.0
1963,,FORD,1994.0
1964,passenger car,PONTIAC,1978.0
1965,pickup or panel truck,MAZDA,2002.0
1966,passenger car,PONTIAC,1980.0
1967,passenger car,DATSUN,1982.0
1968,passenger car,MAZDA,
1969,truck or truck tractor,FORD,1992.0
1970,pickup or panel truck with trailer,CHEVROLET,1980.0
1971,truck or truck tractor with trailer,VOLVO,1995.0
1972,schoolbus,THOMAS (BUS),1991.0
1973,highway construction equipment,OTHER - PICKUP,2002.0
1974,truck or truck tractor with trailer,KAWASAKI,2001.0
1975,other vehicle,DODGE,1998.0
1976,passenger car,CADILLAC,1975.0
1977,,GMC,2002.0
1978,passenger car,LINCOLN,1983.0
1979,pickup or panel truck,NISSAN,2002.0
1980,passenger car,SUZUKI,1989.0
1981,pickup or panel truck,INTERNATIONAL HARVESTER,1998.0
1982,other bus,GMC,1997.0
1983,motorcycle or scooter,ACURA,1992.0
1984,schoolbus,BLUEBIRD (BUS),1995.0
1985,passenger car,OLDSMOBILE,1972.0
1986,truck or truck tractor,TOYOTA,1989.0
1987,schoolbus,THOMAS (BUS),1985.0
1988,truck or truck tractor,INTERNATIONAL HARVESTER,1978.0
1989,,BMW,1992.0
1990,motorcycle or scooter,HONDA,1985.0
1991,pickup or panel truck with trailer,GRUMMAN,1994.0
1992,passenger car,JAGUAR,1970.0
1993,other vehicle,OTHER - AUTO,1966.0
1994,passenger car,DODGE,1969.0
1995,bicycle,FORD,2001.0
1996,truck or truck tractor,FREIGHTLINER,1998.0
1997,,VOLKSWAGEN,1997.0
1998,,OLDSMOBILE,1996.0
1999,truck or truck tractor,GMC,1999.0
2000,,TOYOTA,1993.0
2001,pickup or panel truck with trailer,MAZDA,1987.0
2002,pickup or panel truck,FORD,1935.0
2003,motorcycle or scooter,HONDA,1996.0
2004,motorcycle or scooter,KAWASAKI,1981.0
2005,emergency vehicle,FORD,1993.0
2006,passenger car,DODGE,1983.0
2007,emergency vehicle,,
2008,motorcycle or scooter,KAWASAKI,1985.0
2009,pickup or panel truck with trailer,CHEVROLET,1968.0
2010,pickup or panel truck with trailer,CHEVROLET,1985.0
2011,motorcycle or scooter,HARLEY-DAVIDSON,1989.0
2012,passenger car,AUDI,1986.0
2013,pickup or panel truck with trailer,TOYOTA,1995.0
2014,other vehicle,CHRYSLER,2000.0
2015,pickup or panel truck with trailer,CHEVROLET,1977.0
2016,motorcycle or scooter,BMW,1974.0
2017,,VOLKSWAGEN,1988.0
2018,other bus,GILLIG (BUS),2000.0
2019,truck or truck tractor with trailer,OTHER - TRUCK,1987.0
2020,passenger car,ROVER,1989.0
2021,passenger car,LAND ROVER,1997.0
2022,,CHEVROLET,2001.0
2023,passenger car with trailer,FORD,1991.0
2024,passenger car,MAZDA,1983.0
2025,pickup or panel truck,CHEVROLET,1960.0
2026,passenger car,MERCEDES-BENZ,1977.0
2027,passenger car,DATSUN,1970.0
2028,other vehicle,DODGE,1979.0
2029,pickup or panel truck,LAND ROVER,1995.0
2030,motorcycle or scooter,SUZUKI,
2031,pickup or panel truck with trailer,JEEP,1986.0
2032,motorcycle or scooter,TOYOTA,1995.0
2033,passenger car,SUBARU,1994.0
2034,passenger car,AMERICAN MOTORS (AMC),
2035,pickup or panel truck with trailer,INTERNATIONAL HARVESTER,1998.0
2036,passenger car,AUDI,1991.0
2037,passenger car,VOLKSWAGEN,1979.0
2038,passenger car,MERCURY,1970.0
2039,pickup or panel truck with trailer,JEEP,1994.0
2040,other vehicle,MONACO,1998.0
2041,passenger car,GMC,
2042,passenger car,CHEVROLET,1961.0
2043,other vehicle,,1985.0
2044,schoolbus,CROWN (BUS),1988.0
2045,,FREIGHTLINER,2002.0
2046,,INTERNATIONAL HARVESTER,1993.0
2047,passenger car,PORSCHE,1988.0
2048,truck or truck tractor,MACK,1994.0
2049,passenger car with trailer,TOYOTA,1991.0
2050,other vehicle,DODGE,1976.0
2051,,DODGE,1999.0
2052,truck or truck tractor,KENWORTH,1997.0
2053,other bus,FORD,1988.0
2054,truck or truck tractor,PETERBILT,1994.0
2055,,CHEVROLET,1994.0
2056,,DODGE,2000.0
2057,pickup or panel truck with trailer,GRUMMAN,1993.0
2058,motorcycle or scooter,HARLEY-DAVIDSON,1988.0
2059,other bus,GILLIG (BUS),1988.0
2060,other vehicle,VOLVO,1998.0
2061,pickup or panel truck,ISUZU,2001.0
2062,emergency vehicle,FREIGHTLINER,1996.0
2063,pickup or panel truck with trailer,TOYOTA,1996.0
2064,pickup or panel truck with trailer,INTERNATIONAL HARVESTER,2000.0
2065,passenger car,PONTIAC,1969.0
2066,truck or truck tractor,CHEVROLET,1972.0
2067,pickup or panel truck with trailer,MAZDA,2000.0
2068,,TOYOTA,1991.0
2069,passenger car,PLYMOUTH,1973.0
2070,passenger car,JAGUAR,1983.0
2071,pedestrian,LEXUS,2000.0
2072,passenger car,OLDSMOBILE,1969.0
2073,pickup or panel truck with trailer,NISSAN,1996.0
2074,pickup or panel truck,OTHER - PICKUP,1980.0
2075,other vehicle,MITSUBISHI,1998.0
2076,motorcycle or scooter,HONDA,
2077,schoolbus,CHEVROLET,1999.0
2078,truck or truck tractor,ISUZU,1993.0
2079,motorcycle or scooter,SATURN,2000.0
2080,passenger car,PLYMOUTH,2002.0
2081,passenger car,BUICK,1973.0
2082,truck or truck tractor,CHEVROLET,1977.0
2083,passenger car,DAIHATSU,1989.0
2084,pickup or panel truck with trailer,GMC,1999.0
2085,pickup or panel truck,PLYMOUTH,1998.0
2086,pickup or panel truck with trailer,DODGE,1998.0
2087,passenger car,PLYMOUTH,1981.0
2088,passenger car with trailer,GMC,2000.0
2089,pickup or panel truck,SUZUKI,1999.0
2090,pickup or panel truck,AMERICAN MOTORS (AMC),1985.0
2091,truck or truck tractor,INTERNATIONAL HARVESTER,1971.0
2092,pickup or panel truck,MACK,1984.0
2093,passenger car with trailer,TOYOTA,1984.0
2094,pickup or panel truck,HONDA,1995.0
2095,passenger car with trailer,HONDA,1998.0
2096,pickup or panel truck,ISUZU,1989.0
2097,passenger car,AUDI,1993.0
2098,pickup or panel truck with trailer,GMC,1979.0
2099,passenger car,DODGE,1974.0
2100,pedestrian,PONTIAC,
2101,passenger car,NISSAN,1982.0
2102,,LAND ROVER,1998.0
2103,passenger car,VOLVO,1965.0
2104,pickup or panel truck,SUZUKI,
2105,motorcycle or scooter,BMW,1972.0
2106,pickup or panel truck with trailer,CHEVROLET,1983.0
2107,motorcycle or scooter,BMW,1992.0
2108,passenger car with trailer,JEEP,1992.0
2109,other vehicle,OTHER - PICKUP,
2110,pickup or panel truck,OTHER - PICKUP,1994.0
2111,other vehicle,OTHER - MOTORHOME,1995.0
